# DATE_TIME = 2025-12-22 20:00:00
# COIN_WDW = 1100
# INT_TIME = 2000000000000
# LINES_PER_TRIAL = 36
h h 2916 176.6818181818182 70451.5 97682.5
h v 1555 202.97727272727272 82637.5 94934.0
h d 3264 167.88636363636363 67361.5 96432.0
h a 1334 211.8409090909091 85296.0 94811.5
h r 722 213.5681818181818 87273.0 95223.0
h l 3847 169.29545454545453 67384.5 95924.0
v h 1556 105.18181818181819 71216.5 57494.5
v v 2487 121.02272727272727 82112.0 57900.5
v d 882 102.31818181818181 67331.0 58104.0
v a 2955 123.61363636363636 83296.5 57779.5
v r 2987 123.81818181818181 82834.0 57456.0
v l 777 100.0 67403.0 57875.0
d h 440 138.27272727272728 70922.0 75129.0
d v 3851 155.6818181818182 84062.0 73905.0
d d 1796 129.79545454545453 67449.5 74793.5
d a 2387 165.88636363636363 84243.5 75451.0
d r 1149 164.79545454545453 85167.5 75391.0
d l 3034 126.63636363636364 67670.0 73661.5
a h 3810 139.36363636363637 70828.5 77086.0
a v 330 162.72727272727272 81151.0 77848.0
a d 1947 130.47727272727272 66902.5 76503.0
a a 2301 169.79545454545453 85430.0 76755.5
a r 2584 170.6818181818182 86489.5 76786.5
a l 1641 138.0909090909091 67500.0 77003.5
r h 2717 138.0681818181818 71263.0 74544.5
r v 1491 161.54545454545453 83689.5 73374.5
r d 482 129.8409090909091 67458.5 73885.5
r a 3725 162.3181818181818 85638.5 74262.0
r r 1427 166.79545454545453 87706.5 73834.5
r l 2939 127.36363636363636 67490.0 73388.5
l h 1664 140.5681818181818 71087.5 77273.0
l v 2624 162.75 81445.5 77626.0
l d 3659 131.6818181818182 68159.0 75856.0
l a 455 170.3181818181818 82913.0 78369.0
l r 2595 173.38636363636363 85024.0 78157.0
l l 1246 137.8409090909091 67663.0 78024.0
