# DATE_TIME = 2025-12-22 19:38:30
# COIN_WDW = 1100
# INT_TIME = 2000000000000
# LINES_PER_TRIAL = 36
h h 80 0.25 2349.0 3037.0
h v 42 0.0 2666.5 3023.0
h d 84 0.25 2146.0 3037.0
h a 36 0.0 2643.5 3028.0
h r 8 0.25 2698.5 3169.5
h l 111 0.0 2245.5 2940.0
v h 33 0.0 2265.5 1931.5
v v 80 0.0 2726.0 1914.5
v d 27 0.0 2106.5 1906.5
v a 98 0.25 2712.0 1919.0
v r 102 0.25 2862.0 1844.0
v l 11 0.25 2184.5 1960.0
d h 7 0.25 2319.5 2371.0
d v 105 0.75 2483.5 2447.0
d d 41 0.0 2209.5 2322.0
d a 51 0.25 2613.5 2432.5
d r 29 0.25 2838.5 2349.5
d l 77 0.0 2194.5 2461.5
a h 97 0.0 2288.0 2469.0
a v 4 0.0 2749.5 2431.5
a d 51 0.0 2145.5 2438.5
a a 56 0.5 2712.5 2484.5
a r 60 0.25 2829.0 2444.5
a l 30 0.0 2178.5 2327.5
r h 71 0.0 2302.5 2381.5
r v 46 0.25 2653.0 2401.0
r d 11 0.25 2236.0 2472.0
r a 109 0.0 2655.0 2426.0
r r 48 0.0 2833.5 2305.0
r l 84 0.0 2129.0 2402.0
l h 43 0.25 2338.0 2483.0
l v 61 0.25 2653.5 2460.5
l d 103 0.25 2156.0 2459.0
l a 9 0.25 2718.5 2498.0
l r 68 0.25 2857.0 2422.5
l l 28 0.25 2135.5 2462.5
