# DATE_TIME = 2025-12-22 19:56:25
# COIN_WDW = 1100
# INT_TIME = 2000000000000
# LINES_PER_TRIAL = 36
h h 1788 77.95454545454545 47376.5 62828.0
h v 995 90.93181818181819 53642.0 64045.5
h d 2107 73.95454545454545 44586.5 64302.0
h a 783 89.47727272727273 57097.0 62189.0
h r 416 91.54545454545455 56175.5 65127.5
h l 2349 72.13636363636364 44910.5 61863.5
v h 905 44.56818181818182 46968.0 38420.5
v v 1666 52.63636363636363 54779.0 38804.5
v d 500 43.15909090909091 44650.0 38488.0
v a 2013 57.59090909090909 56675.0 38628.0
v r 2088 57.93181818181818 58298.0 38487.0
v l 450 44.88636363636363 44799.5 38739.5
d h 308 61.20454545454545 47278.0 49550.5
d v 2287 68.5 52369.0 50279.5
d d 1068 57.25 44117.5 49667.0
d a 1461 72.70454545454545 56303.5 49546.0
d r 763 75.06818181818181 58574.5 49374.5
d l 1993 56.38636363636363 44605.0 49269.0
a h 2558 61.15909090909091 47093.0 51524.5
a v 218 70.63636363636364 55380.0 50196.0
a d 1263 57.47727272727273 44925.5 50809.0
a a 1395 74.97727272727273 57329.5 50284.0
a r 1642 77.0 58779.0 50371.5
a l 1103 60.86363636363637 45037.5 51724.5
r h 1549 58.95454545454545 47178.5 49433.5
r v 954 66.93181818181819 53682.5 50104.0
r d 291 58.13636363636363 44551.0 49536.0
r a 2419 72.81818181818181 55243.5 50578.0
r r 867 73.31818181818181 56467.0 50136.0
r l 2127 59.0 44881.0 51104.5
l h 1126 61.77272727272727 47428.0 51217.5
l v 1634 70.88636363636364 52692.0 51983.5
l d 2347 58.27272727272727 44552.0 51697.0
l a 304 75.95454545454545 57295.5 50637.0
l r 1758 77.43181818181819 57914.0 51486.0
l l 734 58.88636363636363 44784.5 51738.5
