timestamp	w.s.	dir.	%T(K)	press.	hum.	vis.	cover	description
1696228381.866	0.00	0	288.45	1022	90	10000	Clear	clear sky
1696228502.235	0.00	0	288.15	1022	91	10000	Clear	clear sky
1696228622.473	0.00	0	288.15	1022	91	10000	Clear	clear sky
1696228742.714	0.00	0	288.15	1022	91	10000	Clear	clear sky
1696228862.897	0.00	0	288.15	1022	91	10000	Clear	clear sky
1696228983.112	0.00	0	288.15	1022	91	10000	Clear	clear sky
1696229103.287	0.00	0	288.06	1021	91	10000	Clear	clear sky
1696229223.494	0.00	0	288.06	1021	91	10000	Clear	clear sky
1696229343.647	0.00	0	288.06	1021	91	10000	Clear	clear sky
1696229463.844	0.00	0	288.06	1021	91	10000	Clear	clear sky
1696229584.195	0.00	0	288.06	1021	91	10000	Clear	clear sky
1696229704.438	0.00	0	288.17	1021	92	10000	Clear	clear sky
1696229824.690	0.00	0	288.17	1021	92	10000	Clear	clear sky
1696229944.857	0.00	0	288.17	1021	92	10000	Clear	clear sky
1696230065.001	0.00	0	288.17	1021	92	10000	Clear	clear sky
1696230185.200	0.00	0	288.17	1021	92	10000	Clear	clear sky
1696230305.373	0.00	0	288.12	1021	92	10000	Clear	clear sky
1696230425.579	0.00	0	288.12	1021	92	10000	Clear	clear sky
1696230545.751	0.00	0	288.12	1021	92	10000	Clear	clear sky
1696230665.963	0.00	0	288.12	1021	92	10000	Clear	clear sky
1696230786.346	0.00	0	288.12	1021	92	10000	Clear	clear sky
1696230906.665	0.00	0	288.18	1021	92	10000	Clear	clear sky
1696231026.871	0.00	0	288.18	1021	92	10000	Clear	clear sky
1696231147.060	0.00	0	288.18	1021	92	10000	Clear	clear sky
1696231267.246	0.00	0	288.18	1021	92	10000	Clear	clear sky
1696231387.409	0.00	0	288.18	1021	92	10000	Clear	clear sky
1696231507.596	0.00	0	288.31	1021	92	10000	Clear	clear sky
1696231627.930	0.00	0	288.31	1021	92	10000	Clear	clear sky
1696231748.104	0.00	0	288.31	1021	92	10000	Clear	clear sky
1696231868.260	0.00	0	288.31	1021	92	10000	Clear	clear sky
1696231988.424	0.00	0	288.31	1021	92	10000	Clear	clear sky
1696232108.585	0.00	0	288.29	1021	92	10000	Clear	clear sky
1696232228.792	0.00	0	288.29	1021	92	10000	Clear	clear sky
1696232348.979	0.00	0	288.29	1021	92	10000	Clear	clear sky
1696232469.146	0.00	0	288.29	1021	92	10000	Clear	clear sky
1696232589.307	0.00	0	288.29	1021	92	10000	Clear	clear sky
1696232709.515	0.00	0	288.25	1021	92	10000	Clear	clear sky
1696232829.673	0.00	0	288.25	1021	92	10000	Clear	clear sky
1696232949.838	0.00	0	288.25	1021	92	10000	Clear	clear sky
1696233069.983	0.00	0	288.25	1021	92	10000	Clear	clear sky
1696233190.198	0.00	0	288.25	1021	92	10000	Clear	clear sky
1696233310.340	0.00	0	288.24	1021	92	10000	Clear	clear sky
1696233430.609	0.00	0	288.24	1021	92	10000	Clear	clear sky
1696233550.758	0.00	0	288.24	1021	92	10000	Clear	clear sky
1696233670.898	0.00	0	288.24	1021	92	10000	Clear	clear sky
1696233791.078	0.00	0	288.24	1021	92	10000	Clear	clear sky
1696233911.269	0.89	11	288.33	1021	92	10000	Clear	clear sky
1696234031.479	0.89	11	288.33	1021	92	10000	Clear	clear sky
1696234151.634	0.89	11	288.33	1021	92	10000	Clear	clear sky
1696234271.826	0.89	11	288.33	1021	92	10000	Clear	clear sky
1696234391.982	0.89	11	288.33	1021	92	10000	Clear	clear sky
1696234512.229	0.89	11	288.34	1021	92	10000	Clear	clear sky
1696234632.435	0.89	11	288.34	1021	92	10000	Clear	clear sky
1696234752.577	0.89	11	288.34	1021	92	10000	Clear	clear sky
1696234872.772	0.89	11	288.34	1021	92	10000	Clear	clear sky
1696234992.958	0.89	11	288.34	1021	92	10000	Clear	clear sky
1696235113.146	0.00	0	288.33	1021	91	10000	Clear	clear sky
1696235233.411	0.00	0	288.33	1021	91	10000	Clear	clear sky
1696235353.567	0.00	0	288.33	1021	91	10000	Clear	clear sky
1696235473.726	0.00	0	288.33	1021	91	10000	Clear	clear sky
1696235594.067	0.00	0	288.18	1022	92	10000	Clear	clear sky
1696235714.266	0.00	0	288.18	1022	92	10000	Clear	clear sky
1696235834.425	0.00	0	288.18	1022	92	10000	Clear	clear sky
1696235954.569	0.00	0	288.18	1022	92	10000	Clear	clear sky
1696236074.708	0.00	0	288.18	1022	92	10000	Clear	clear sky
1696236194.919	0.00	0	288.18	1022	92	10000	Clear	clear sky
1696236315.171	0.00	0	288.12	1022	93	10000	Clear	clear sky
1696236435.367	0.00	0	288.12	1022	93	10000	Clear	clear sky
1696236555.505	0.00	0	288.12	1022	93	10000	Clear	clear sky
1696236675.653	0.00	0	288.12	1022	93	10000	Clear	clear sky
1696236795.926	0.00	0	288.12	1022	93	10000	Clear	clear sky
1696236916.141	0.00	0	288.10	1021	93	10000	Clear	clear sky
1696237036.332	0.00	0	288.10	1021	93	10000	Clear	clear sky
1696237156.543	0.00	0	288.10	1021	93	10000	Clear	clear sky
1696237276.685	0.00	0	288.10	1021	93	10000	Clear	clear sky
1696237396.835	0.00	0	288.10	1021	93	10000	Clear	clear sky
1696237517.056	0.00	0	288.10	1021	92	10000	Clear	clear sky
1696237637.234	0.00	0	288.10	1021	92	10000	Clear	clear sky
1696237757.387	0.00	0	288.10	1021	92	10000	Clear	clear sky
1696237877.545	0.00	0	288.10	1021	92	10000	Clear	clear sky
1696237997.973	0.00	0	288.10	1021	92	10000	Clear	clear sky
1696238118.185	0.00	0	288.07	1021	92	10000	Clear	clear sky
1696238238.440	0.00	0	288.07	1021	92	10000	Clear	clear sky
1696238358.623	0.00	0	288.07	1021	92	10000	Clear	clear sky
1696238478.856	0.00	0	288.07	1021	92	10000	Clear	clear sky
1696238599.038	0.00	0	288.07	1021	92	10000	Clear	clear sky
1696238719.203	0.00	0	288.16	1022	92	10000	Clear	clear sky
1696238839.393	0.00	0	288.16	1022	92	10000	Clear	clear sky
1696238959.542	0.00	0	288.16	1022	92	10000	Clear	clear sky
1696239079.900	0.00	0	288.23	1021	92	10000	Clear	clear sky
1696239200.138	0.00	0	288.23	1021	92	10000	Clear	clear sky
1696239320.286	0.00	0	288.23	1021	92	10000	Clear	clear sky
1696239440.511	0.00	0	288.23	1021	92	10000	Clear	clear sky
1696239560.676	0.00	0	288.23	1021	92	10000	Clear	clear sky
1696239680.866	0.00	0	288.15	1021	92	10000	Clear	clear sky
1696239801.026	0.00	0	288.15	1021	92	10000	Clear	clear sky
1696239921.204	0.00	0	288.15	1021	92	10000	Clear	clear sky
1696240041.364	0.00	0	288.15	1021	92	10000	Clear	clear sky
1696240161.521	0.00	0	288.15	1021	92	10000	Clear	clear sky
1696240281.725	0.00	0	288.09	1021	92	10000	Clear	clear sky
1696240401.916	0.00	0	288.09	1021	92	10000	Clear	clear sky
1696240522.101	0.00	0	288.09	1021	92	10000	Clear	clear sky
1696240642.281	0.00	0	288.09	1021	92	10000	Clear	clear sky
1696240762.490	0.00	0	288.09	1021	92	10000	Clear	clear sky
1696240884.459	0.00	0	288.17	1021	92	10000	Clear	clear sky
1696241004.682	0.00	0	288.17	1021	92	10000	Clear	clear sky
1696241124.836	0.00	0	288.17	1021	92	10000	Clear	clear sky
1696241244.994	0.00	0	288.17	1021	92	10000	Clear	clear sky
1696241365.229	0.00	0	288.17	1021	92	10000	Clear	clear sky
1696241485.744	0.45	0	288.09	1021	92	10000	Clear	clear sky
1696241605.916	0.45	0	288.09	1021	92	10000	Clear	clear sky
1696241726.107	0.45	0	288.09	1021	92	10000	Clear	clear sky
1696241846.272	0.45	0	288.09	1021	92	10000	Clear	clear sky
1696241966.450	0.45	0	288.09	1021	92	10000	Clear	clear sky
1696242086.624	0.45	0	288.07	1021	92	10000	Clear	clear sky
1696242206.800	0.45	0	288.07	1021	92	10000	Clear	clear sky
1696242327.042	0.45	0	288.07	1021	92	10000	Clear	clear sky
1696242447.275	0.45	0	288.07	1021	92	10000	Clear	clear sky
1696242567.443	0.45	0	288.07	1021	92	10000	Clear	clear sky
1696242687.657	0.00	0	288.09	1021	92	10000	Clear	clear sky
1696242807.812	0.00	0	288.09	1021	92	10000	Clear	clear sky
1696242928.177	0.00	0	288.09	1021	92	10000	Clear	clear sky
1696243048.332	0.00	0	288.09	1021	92	10000	Clear	clear sky
1696243168.491	0.00	0	288.09	1021	92	10000	Clear	clear sky
1696243288.716	0.45	0	287.89	1022	92	10000	Clear	clear sky
1696243408.882	0.45	0	287.89	1022	92	10000	Clear	clear sky
1696243529.182	0.45	0	287.89	1022	92	10000	Clear	clear sky
1696243649.353	0.45	0	287.89	1022	92	10000	Clear	clear sky
1696243769.494	0.45	0	287.89	1022	92	10000	Clear	clear sky
1696243889.692	0.45	22	287.93	1022	92	10000	Clear	clear sky
1696244009.925	0.45	22	287.93	1022	92	10000	Clear	clear sky
1696244130.182	0.45	22	287.93	1022	92	10000	Clear	clear sky
1696244250.348	0.45	22	287.93	1022	92	10000	Clear	clear sky
1696244370.567	0.45	22	287.93	1022	92	10000	Clear	clear sky
1696244490.758	0.45	0	287.84	1022	93	10000	Clear	clear sky
1696244610.917	0.45	0	287.84	1022	93	10000	Clear	clear sky
1696244731.281	0.45	0	287.84	1022	93	10000	Clear	clear sky
1696244851.444	0.45	0	287.84	1022	93	10000	Clear	clear sky
1696244971.587	0.45	0	287.84	1022	93	10000	Clear	clear sky
1696245091.742	0.45	22	287.79	1022	93	10000	Clear	clear sky
1696245211.932	0.45	22	287.79	1022	93	10000	Clear	clear sky
1696245332.175	0.45	22	287.79	1022	93	10000	Clear	clear sky
1696245452.314	0.45	22	287.79	1022	93	10000	Clear	clear sky
1696245572.471	0.45	22	287.79	1022	93	10000	Clear	clear sky
1696245692.645	0.00	0	287.85	1022	93	10000	Clear	clear sky
1696245812.801	0.00	0	287.85	1022	93	10000	Clear	clear sky
1696245933.017	0.00	0	287.85	1022	93	10000	Clear	clear sky
1696246053.255	0.00	0	287.85	1022	93	10000	Clear	clear sky
1696246173.416	0.00	0	287.85	1022	93	10000	Clear	clear sky
1696246293.639	0.00	0	287.76	1022	93	10000	Clear	clear sky
1696246413.788	0.00	0	287.76	1022	93	10000	Clear	clear sky
1696246533.932	0.00	0	287.76	1022	93	10000	Clear	clear sky
1696246654.107	0.00	0	287.76	1022	93	10000	Clear	clear sky
1696246774.306	0.00	0	287.76	1022	93	10000	Clear	clear sky
1696246894.495	0.00	0	288.16	1021	92	10000	Clear	clear sky
1696247014.657	0.00	0	288.16	1021	92	10000	Clear	clear sky
1696247134.808	0.00	0	288.16	1021	92	10000	Clear	clear sky
1696247255.016	0.00	0	288.16	1021	92	10000	Clear	clear sky
1696247375.198	0.00	0	288.16	1021	92	10000	Clear	clear sky
1696247495.405	0.45	26	288.25	1021	92	10000	Clear	clear sky
1696247615.574	0.45	26	288.25	1021	92	10000	Clear	clear sky
1696247735.724	0.45	26	288.25	1021	92	10000	Clear	clear sky
1696247855.900	0.45	26	288.25	1021	92	10000	Clear	clear sky
1696247976.102	0.45	26	288.25	1021	92	10000	Clear	clear sky
1696248096.247	0.45	26	288.27	1021	92	10000	Clear	clear sky
1696248216.619	0.45	26	288.34	1022	92	10000	Clear	clear sky
1696248336.818	0.45	26	288.34	1022	92	10000	Clear	clear sky
1696248456.952	0.45	26	288.34	1022	92	10000	Clear	clear sky
1696248577.096	0.45	11	288.41	1022	92	10000	Clear	clear sky
1696248697.350	0.45	11	288.41	1022	92	10000	Clear	clear sky
1696248817.495	0.45	11	288.41	1022	92	10000	Clear	clear sky
1696248937.766	0.45	11	288.41	1022	92	10000	Clear	clear sky
1696249057.909	0.45	11	288.41	1022	92	10000	Clear	clear sky
1696249178.141	0.45	19	288.67	1022	93	10000	Clear	clear sky
1696249298.408	0.45	19	288.67	1022	93	10000	Clear	clear sky
1696249418.563	0.45	19	288.67	1022	93	10000	Clear	clear sky
1696249538.712	0.45	19	288.67	1022	93	10000	Clear	clear sky
1696249658.867	0.45	19	288.67	1022	93	10000	Clear	clear sky
1696249779.016	0.45	21	288.76	1022	93	10000	Clear	clear sky
1696249899.169	0.45	21	288.76	1022	93	10000	Clear	clear sky
1696250019.319	0.45	21	288.83	1022	93	10000	Clear	clear sky
1696250139.659	0.45	21	288.83	1022	93	10000	Clear	clear sky
1696250259.810	0.45	21	288.83	1022	93	10000	Clear	clear sky
1696250379.963	0.45	21	288.83	1022	93	10000	Clear	clear sky
1696250500.128	0.45	21	288.83	1022	93	10000	Clear	clear sky
1696250620.307	0.89	16	290.38	1021	89	10000	Clear	clear sky
1696250740.462	0.89	16	290.38	1021	89	10000	Clear	clear sky
1696250860.605	0.89	16	290.38	1021	89	10000	Clear	clear sky
1696250980.757	0.89	16	290.38	1021	89	10000	Clear	clear sky
1696251100.949	0.89	16	290.38	1021	89	10000	Clear	clear sky
1696251221.296	0.89	348	290.86	1021	88	10000	Clear	clear sky
1696251341.494	0.89	348	290.86	1021	88	10000	Clear	clear sky
1696251461.644	0.89	348	290.86	1021	88	10000	Clear	clear sky
1696251581.804	0.89	348	290.86	1021	88	10000	Clear	clear sky
1696251701.948	0.89	348	290.86	1021	88	10000	Clear	clear sky
1696251822.089	1.34	5	291.25	1022	88	10000	Clear	clear sky
1696251942.321	1.34	5	291.25	1022	88	10000	Clear	clear sky
1696252062.473	1.34	5	291.25	1022	88	10000	Clear	clear sky
1696252182.629	1.34	5	291.25	1022	88	10000	Clear	clear sky
1696252302.775	1.34	5	291.28	1022	88	10000	Clear	clear sky
1696252422.938	1.34	5	291.28	1022	88	10000	Clear	clear sky
1696252543.103	1.34	34	291.33	1022	88	10000	Clear	clear sky
1696252663.271	1.34	34	291.33	1022	88	10000	Clear	clear sky
1696252783.489	1.34	34	291.33	1022	88	10000	Clear	clear sky
1696252903.726	1.34	34	291.33	1022	88	10000	Clear	clear sky
1696253023.903	1.34	34	291.33	1022	88	10000	Clear	clear sky
1696253144.073	1.34	331	291.77	1022	87	10000	Clear	clear sky
1696253264.236	1.34	331	291.77	1022	87	10000	Clear	clear sky
1696253384.393	1.34	331	291.77	1022	87	10000	Clear	clear sky
1696253504.569	1.34	331	291.77	1022	87	10000	Clear	clear sky
1696253624.717	1.34	331	291.77	1022	87	10000	Clear	clear sky
1696253744.873	1.34	331	291.77	1022	87	10000	Clear	clear sky
1696253865.057	1.34	290	293.05	1022	81	10000	Clear	clear sky
1696253985.221	1.34	290	293.05	1022	81	10000	Clear	clear sky
1696254105.366	1.34	290	293.05	1022	81	10000	Clear	clear sky
1696254225.549	1.34	290	293.05	1022	81	10000	Clear	clear sky
1696254345.694	1.34	290	293.05	1022	81	10000	Clear	clear sky
1696254465.850	1.34	290	293.05	1022	81	10000	Clear	clear sky
1696254586.034	1.34	27	293.30	1022	82	10000	Clear	clear sky
1696254706.260	1.34	27	293.30	1022	82	10000	Clear	clear sky
1696254826.449	1.34	27	293.30	1022	82	10000	Clear	clear sky
1696254946.585	1.34	27	293.30	1022	82	10000	Clear	clear sky
1696255066.741	1.34	27	293.30	1022	82	10000	Clear	clear sky
1696255186.889	1.34	27	293.30	1022	82	10000	Clear	clear sky
1696255307.083	1.79	46	293.90	1022	79	10000	Clear	clear sky
1696255427.246	1.79	46	293.90	1022	79	10000	Clear	clear sky
1696255547.390	1.79	46	293.90	1022	79	10000	Clear	clear sky
1696255667.664	1.79	46	293.90	1022	79	10000	Clear	clear sky
1696255787.972	1.79	46	293.98	1022	79	10000	Clear	clear sky
1696255908.133	1.79	46	293.98	1022	79	10000	Clear	clear sky
1696256028.383	1.79	46	294.22	1022	78	10000	Clear	clear sky
1696256148.663	1.79	46	294.22	1022	78	10000	Clear	clear sky
1696256268.826	1.79	46	294.22	1022	78	10000	Clear	clear sky
1696256388.994	1.79	46	294.22	1022	78	10000	Clear	clear sky
1696256509.165	1.79	46	294.22	1022	78	10000	Clear	clear sky
1696256629.353	1.34	29	294.54	1022	77	10000	Clear	clear sky
1696256749.558	1.34	336	294.62	1022	76	10000	Clear	clear sky
1696256869.742	1.34	336	294.62	1022	76	10000	Clear	clear sky
1696256989.904	1.34	336	294.62	1022	76	10000	Clear	clear sky
1696257110.089	1.34	336	294.62	1022	76	10000	Clear	clear sky
1696257230.247	1.34	336	294.62	1022	76	10000	Clear	clear sky
1696257350.427	1.34	14	295.03	1022	75	10000	Clear	clear sky
1696257470.626	1.34	14	295.03	1022	75	10000	Clear	clear sky
1696257590.772	1.34	14	295.03	1022	75	10000	Clear	clear sky
1696257710.965	1.34	14	295.03	1022	75	10000	Clear	clear sky
1696257831.160	1.34	14	295.03	1022	75	10000	Clear	clear sky
1696257951.337	1.34	349	295.31	1022	75	10000	Clear	clear sky
1696258071.609	1.34	349	295.31	1022	75	10000	Clear	clear sky
1696258191.772	1.34	349	295.31	1022	75	10000	Clear	clear sky
1696258311.941	1.34	349	295.31	1022	75	10000	Clear	clear sky
1696258432.159	1.34	349	295.31	1022	75	10000	Clear	clear sky
1696258552.434	1.34	292	295.62	1021	74	10000	Clear	clear sky
1696258672.614	1.34	292	295.62	1021	74	10000	Clear	clear sky
1696258792.761	1.34	292	295.62	1021	74	10000	Clear	clear sky
1696258912.936	1.34	292	295.62	1021	74	10000	Clear	clear sky
1696259033.084	1.34	292	295.62	1021	74	10000	Clear	clear sky
1696259153.236	0.89	5	296.05	1022	72	10000	Clear	clear sky
1696259273.414	0.89	5	296.05	1022	72	10000	Clear	clear sky
1696259393.573	0.89	5	296.05	1022	72	10000	Clear	clear sky
1696259513.736	0.89	296	296.00	1022	73	10000	Clear	clear sky
1696259633.897	0.89	296	296.00	1022	73	10000	Clear	clear sky
1696259754.105	0.89	43	296.11	1022	72	10000	Clear	clear sky
1696259874.367	0.89	43	296.28	1021	72	10000	Clear	clear sky
1696259994.580	0.89	43	296.28	1021	72	10000	Clear	clear sky
1696260114.796	0.89	43	296.28	1021	72	10000	Clear	clear sky
1696260234.922	0.89	43	296.28	1021	72	10000	Clear	clear sky
1696260355.076	0.89	43	296.28	1021	72	10000	Clear	clear sky
1696260475.225	0.45	43	296.41	1021	71	10000	Clear	clear sky
1696260595.412	0.45	43	296.41	1021	71	10000	Clear	clear sky
1696260715.569	0.45	43	296.41	1021	71	10000	Clear	clear sky
1696260835.750	0.45	43	296.41	1021	71	10000	Clear	clear sky
1696260955.940	0.45	43	296.41	1021	71	10000	Clear	clear sky
1696261076.086	1.34	275	296.74	1022	70	10000	Clear	clear sky
1696261196.261	1.34	275	296.74	1022	70	10000	Clear	clear sky
1696261316.409	1.34	275	296.74	1022	70	10000	Clear	clear sky
1696261436.566	1.34	275	296.74	1022	70	10000	Clear	clear sky
1696261556.758	1.34	275	296.74	1022	70	10000	Clear	clear sky
1696261676.940	0.89	28	296.92	1022	69	10000	Clear	clear sky
1696261797.135	0.89	28	296.92	1022	69	10000	Clear	clear sky
1696261917.282	0.89	28	296.92	1022	69	10000	Clear	clear sky
1696262037.525	0.89	28	296.92	1022	69	10000	Clear	clear sky
1696262157.680	0.89	28	296.92	1022	69	10000	Clear	clear sky
1696262277.849	0.89	28	296.92	1022	69	10000	Clear	clear sky
1696262398.003	0.89	30	297.22	1022	68	10000	Clear	clear sky
1696262518.187	0.89	30	297.22	1022	68	10000	Clear	clear sky
1696262638.356	0.89	30	297.22	1022	68	10000	Clear	clear sky
1696262758.518	0.89	30	297.22	1022	68	10000	Clear	clear sky
1696262878.693	0.89	30	297.22	1022	68	10000	Clear	clear sky
1696262998.931	0.89	22	297.50	1022	68	10000	Clear	clear sky
1696263119.187	0.89	22	297.50	1022	68	10000	Clear	clear sky
1696263239.455	0.89	22	297.50	1022	68	10000	Clear	clear sky
1696263359.637	0.89	22	297.50	1022	68	10000	Clear	clear sky
1696263479.828	0.89	22	297.50	1022	68	10000	Clear	clear sky
1696263600.029	1.34	45	297.72	1022	67	10000	Clear	clear sky
