# DATE_TIME = 2025-12-22 20:24:04
# COIN_WDW = 1100
# INT_TIME = 2000000000000
# LINES_PER_TRIAL = 36
h h 1905 77.6590909090909 47365.0 63893.5
h v 1007 88.54545454545455 54076.5 63684.0
h d 1992 69.68181818181819 44846.0 61321.0
h a 874 94.0909090909091 55189.0 66005.0
h r 372 97.47727272727273 57842.5 63658.0
h l 2507 74.93181818181819 44697.0 65801.0
v h 853 44.52272727272727 47073.0 38307.0
v v 1613 55.86363636363637 54675.5 38236.5
v d 490 45.36363636363637 44444.0 38533.0
v a 1968 58.25 56669.0 38481.5
v r 2185 56.09090909090909 57315.0 38172.0
v l 495 44.63636363636363 44981.0 38368.5
d h 263 60.29545454545455 47526.5 49556.0
d v 2257 71.47727272727273 54929.0 49671.0
d d 1190 58.95454545454545 43812.0 50531.5
d a 1525 71.38636363636364 56527.0 50037.5
d r 738 73.38636363636364 58392.5 49359.5
d l 2054 60.02272727272727 45187.0 50000.5
a h 2574 61.93181818181818 47608.5 50360.5
a v 176 72.29545454545455 53935.5 51040.0
a d 1355 60.43181818181818 43492.0 51984.0
a a 1394 73.22727272727273 56885.0 50691.0
a r 1684 74.6590909090909 57811.5 50358.5
a l 1045 59.90909090909091 45109.0 50291.5
r h 1814 60.02272727272727 46786.5 50942.0
r v 961 70.3409090909091 53715.0 50175.0
r d 299 56.72727272727273 44349.0 49165.5
r a 2372 71.06818181818181 56590.0 50034.0
r r 796 73.72727272727273 56286.5 50271.0
r l 2173 58.81818181818182 45199.0 49903.5
l h 1039 63.56818181818182 47528.5 51299.0
l v 1663 74.18181818181819 54808.0 51441.5
l d 2468 58.88636363636363 44222.0 51791.5
l a 293 75.25 56969.5 51649.5
l r 1679 75.75 56500.0 52048.5
l l 700 60.61363636363637 45134.0 51151.5
