# DATE_TIME = 2026-01-12 23:57:22
# COIN_WDW = 1100
# INT_TIME = 5000000000000
# LINES_PER_TRIAL = 36
h h 5020 473.6363636363636 100797.0 73440.40000000001
h v 1914 377.6818181818182 80913.0 73605.6
h d 5747 354.79545454545456 76971.40000000001 73342.2
h a 1382 507.65909090909093 107484.0 73548.8
h r 2136 315.1818181818182 68927.0 73357.6
h l 4524 544.75 120194.20000000001 71644.0
v h 1843 424.52272727272725 99709.0 67479.0
v v 4633 349.8181818181818 81823.6 66998.2
v d 1178 325.27272727272725 77153.2 67237.6
v a 5227 459.1136363636364 107478.8 67428.40000000001
v r 3842 290.47727272727275 67565.40000000001 67542.2
v l 2843 505.1136363636364 119149.20000000001 67160.8
d h 1681 428.25 99330.6 67981.2
d v 5114 345.27272727272725 81133.6 67844.0
d d 3664 320.3636363636364 76737.8 65410.200000000004
d a 2988 449.34090909090907 109085.0 65280.8
d r 1130 283.90909090909093 69379.40000000001 65948.0
d l 5977 509.79545454545456 119005.20000000001 67521.40000000001
a h 5320 432.8181818181818 100046.0 68921.2
a v 1265 358.22727272727275 82714.40000000001 68216.6
a d 2527 331.6136363636364 76923.0 68159.0
a a 3848 474.3181818181818 107352.40000000001 69088.6
a r 4520 300.77272727272725 68993.40000000001 69082.0
a l 2042 528.1818181818181 119906.0 68743.0
r h 4339 301.15909090909093 100632.0 47363.200000000004
r v 2005 244.9318181818182 81641.8 47551.600000000006
r d 1415 225.6818181818182 76939.6 47225.8
r a 4790 316.79545454545456 107631.8 47195.8
r r 1327 205.0681818181818 69946.0 47333.4
r l 5375 357.04545454545456 119247.20000000001 47315.0
l h 2336 608.4090909090909 101107.20000000001 94599.20000000001
l v 4957 493.79545454545456 82252.0 94817.8
l d 5361 455.52272727272725 76950.6 93520.0
l a 1904 653.9090909090909 108267.40000000001 94750.0
l r 4798 420.1818181818182 70251.2 94167.0
l l 2177 721.7727272727273 118788.6 94257.6
