# DATE_TIME = 2026-01-12 23:37:51
# COIN_WDW = 1100
# INT_TIME = 5000000000000
# LINES_PER_TRIAL = 36
h h 1665 64.36363636363636 38649.200000000004 27396.600000000002
h v 685 53.22727272727273 31008.2 27759.600000000002
h d 1884 48.29545454545455 29344.0 27017.0
h a 371 66.9090909090909 42094.0 26640.0
h r 608 42.15909090909091 25979.4 27932.2
h l 1529 77.70454545454545 45312.4 27783.800000000003
v h 531 58.06818181818182 37594.4 25877.0
v v 1499 49.31818181818182 30913.600000000002 25761.800000000003
v d 290 46.72727272727273 29255.800000000003 25833.4
v a 1841 65.43181818181819 40737.200000000004 25793.4
v r 1368 41.90909090909091 26858.800000000003 25606.0
v l 893 71.13636363636364 45468.600000000006 25660.800000000003
d h 503 58.86363636363637 37827.8 25721.800000000003
d v 1748 49.09090909090909 30663.600000000002 25843.0
d d 1312 42.86363636363637 29211.600000000002 25261.2
d a 942 64.52272727272727 41042.200000000004 25329.4
d r 281 40.20454545454545 25418.4 25740.600000000002
d l 1957 69.93181818181819 45413.8 24982.4
a h 1735 60.43181818181818 37923.200000000004 26273.2
a v 311 49.77272727272727 31231.600000000002 26453.4
a d 860 47.63636363636363 29184.0 26526.0
a a 1312 65.56818181818181 41076.8 26313.2
a r 1574 39.77272727272727 25910.800000000003 26532.2
a l 594 74.1590909090909 45358.0 26568.600000000002
r h 1359 41.84090909090909 38229.6 18087.600000000002
r v 578 32.93181818181818 31237.4 18128.8
r d 421 31.636363636363637 29237.4 18027.2
r a 1574 45.56818181818182 40550.200000000004 18213.2
r r 450 27.704545454545453 26085.2 18271.600000000002
r l 1753 50.56818181818182 45445.600000000006 18144.8
l h 743 82.18181818181819 38011.6 36053.0
l v 1668 69.72727272727273 31142.2 35769.200000000004
l d 1876 64.95454545454545 29449.600000000002 35992.200000000004
l a 522 90.18181818181819 40352.8 36249.0
l r 1708 59.18181818181818 27095.800000000003 35637.6
l l 581 103.95454545454545 45334.0 36136.6
