# DATE_TIME = 2025-12-22 20:16:33
# COIN_WDW = 1100
# INT_TIME = 2000000000000
# LINES_PER_TRIAL = 36
h h 3738 302.09090909090907 94998.0 125095.0
h v 2265 358.5681818181818 105820.0 130855.0
h d 4305 285.6136363636364 88999.5 124106.5
h a 1753 375.0 114817.0 124452.0
h r 1104 376.6136363636364 114458.0 127213.5
h l 5072 300.40909090909093 90057.0 128856.5
v h 2103 190.4318181818182 94501.5 76624.0
v v 3484 218.4318181818182 109352.5 76906.5
v d 1023 173.8181818181818 87963.0 77170.5
v a 4121 224.13636363636363 112589.0 77003.5
v r 4447 233.11363636363637 116050.0 76968.5
v l 1178 179.72727272727272 90124.0 76742.5
d h 671 242.36363636363637 94836.0 98576.0
d v 4973 280.9318181818182 108899.5 99193.5
d d 2550 230.45454545454547 88047.0 100680.5
d a 3186 288.75 111635.5 101130.0
d r 1667 299.34090909090907 115969.0 99225.0
d l 4265 230.36363636363637 90064.5 99541.5
a h 5212 247.1590909090909 94617.5 100927.0
a v 543 287.54545454545456 111091.5 99662.5
a d 2742 229.22727272727272 88961.0 100062.5
a a 3154 292.29545454545456 114925.0 100300.5
a r 3809 306.40909090909093 117835.0 100653.5
a l 2345 243.75 90297.5 103426.5
r h 3484 238.75 95168.0 97452.5
r v 2161 278.95454545454544 108420.0 99604.5
r d 716 226.77272727272728 89041.5 99918.5
r a 5073 293.3636363636364 111340.5 101221.0
r r 1993 295.29545454545456 116195.5 98440.5
r l 4276 233.9318181818182 90425.5 99044.0
l h 2203 254.25 95050.0 102561.5
l v 3550 291.0681818181818 109386.0 102532.0
l d 5098 236.29545454545453 87585.0 104241.5
l a 723 300.8863636363636 114370.0 102648.5
l r 3689 304.54545454545456 114248.5 103106.5
l l 1592 238.36363636363637 90041.0 102965.5
