0.000 9200.000 9238.844 0.026 200.000 204.946 0.063 0.577 20659.729
10.182 9200.000 9238.906 0.025 200.000 205.375 0.062 0.576 20577.306
20.265 9200.000 9240.081 0.023 200.000 205.772 0.057 0.603 20717.197
30.340 9200.000 9240.497 0.022 200.000 206.479 0.055 0.563 20454.025
40.437 9200.000 9240.658 0.020 200.000 205.165 0.049 0.559 20675.282
