0.000 9200.000 9243.107 0.120 200.000 207.361 0.295 45.722 219576.555
10.181 9200.000 9240.693 0.120 200.000 208.105 0.293 45.506 218363.112
20.255 9200.000 9243.658 0.121 200.000 208.518 0.297 45.542 217902.340
30.332 9200.000 9242.845 0.120 200.000 208.012 0.294 45.411 218378.752
40.415 9200.000 9242.537 0.121 200.000 207.277 0.297 45.940 218539.514
