0.000 9200.000 9252.404 1.214 200.000 232.927 2.891 194.550 96559.111
10.178 9200.000 9254.695 1.210 200.000 233.073 2.879 193.787 96585.344
20.262 9200.000 9253.242 1.217 200.000 233.765 2.896 194.165 96313.357
30.374 9200.000 9252.821 1.223 200.000 234.158 2.909 194.255 95978.745
40.486 9200.000 9255.053 1.214 200.000 232.757 2.889 194.612 96566.534
