# DATE_TIME = 2025-12-22 13:39:03
# COIN_WDW = 1100
# INT_TIME = 10000000000000
# LINES_PER_TRIAL = 1
83.031 1.114 20932.000 252.100 42600.600 47992.000
84.019 1.138 20708.000 246.467 42542.000 47788.400
81.847 1.103 20530.000 250.833 42454.300 47828.400
82.591 1.108 20835.000 252.267 42462.000 47959.700
84.165 1.142 20668.000 245.567 42378.900 47796.500
