2.870400000000000000e+04 2.902600000000000000e+04 2.909200000000000000e+04 2.998000000000000000e+04 2.932200000000000000e+04 2.901200000000000000e+04 2.823800000000000000e+04 2.890600000000000000e+04 2.966000000000000000e+04 2.881800000000000000e+04 2.941400000000000000e+04 2.899400000000000000e+04 2.933600000000000000e+04 2.830800000000000000e+04 2.895000000000000000e+04 2.987600000000000000e+04 3.009600000000000000e+04 2.879800000000000000e+04 2.875400000000000000e+04 2.859200000000000000e+04 3.023400000000000000e+04 2.953000000000000000e+04 2.826800000000000000e+04 2.724800000000000000e+04 2.908800000000000000e+04 2.790600000000000000e+04 2.994600000000000000e+04 2.837600000000000000e+04 2.925200000000000000e+04 2.795600000000000000e+04 2.987000000000000000e+04 2.799800000000000000e+04 2.804400000000000000e+04 2.864600000000000000e+04 2.803000000000000000e+04 2.922200000000000000e+04 2.818200000000000000e+04 2.875400000000000000e+04 2.896200000000000000e+04 2.834200000000000000e+04 2.878800000000000000e+04 2.867800000000000000e+04 2.883400000000000000e+04 2.846400000000000000e+04 2.882200000000000000e+04 2.877400000000000000e+04 2.885200000000000000e+04 2.868400000000000000e+04 2.908000000000000000e+04 2.887800000000000000e+04 2.870600000000000000e+04 2.872200000000000000e+04 2.819800000000000000e+04 2.917800000000000000e+04 2.865800000000000000e+04 2.858000000000000000e+04 2.882200000000000000e+04 2.864800000000000000e+04 2.850000000000000000e+04 2.878800000000000000e+04 2.889200000000000000e+04 2.929600000000000000e+04 2.892400000000000000e+04 2.868800000000000000e+04 2.877200000000000000e+04 2.878400000000000000e+04 2.890200000000000000e+04 2.885600000000000000e+04 2.903000000000000000e+04 2.878200000000000000e+04 2.947800000000000000e+04 
2.830000000000000000e+04 2.951000000000000000e+04 2.944400000000000000e+04 2.865800000000000000e+04 2.858600000000000000e+04 2.919200000000000000e+04 2.891800000000000000e+04 2.895200000000000000e+04 2.832600000000000000e+04 2.913200000000000000e+04 2.931600000000000000e+04 2.821200000000000000e+04 2.921200000000000000e+04 2.870000000000000000e+04 2.883600000000000000e+04 2.927200000000000000e+04 2.951200000000000000e+04 2.962200000000000000e+04 2.854800000000000000e+04 2.853200000000000000e+04 2.953600000000000000e+04 3.041600000000000000e+04 2.993600000000000000e+04 2.957800000000000000e+04 2.889800000000000000e+04 2.905400000000000000e+04 2.932400000000000000e+04 3.062400000000000000e+04 2.793400000000000000e+04 2.961400000000000000e+04 2.989600000000000000e+04 2.979800000000000000e+04 2.893200000000000000e+04 2.895000000000000000e+04 2.887800000000000000e+04 2.879400000000000000e+04 2.839600000000000000e+04 2.873000000000000000e+04 2.862400000000000000e+04 2.869000000000000000e+04 2.839400000000000000e+04 2.899400000000000000e+04 2.881400000000000000e+04 2.862400000000000000e+04 2.881800000000000000e+04 2.860800000000000000e+04 2.845200000000000000e+04 2.868800000000000000e+04 2.896400000000000000e+04 2.866400000000000000e+04 2.867400000000000000e+04 2.869600000000000000e+04 2.871400000000000000e+04 2.864000000000000000e+04 2.857000000000000000e+04 2.895000000000000000e+04 2.904800000000000000e+04 2.864200000000000000e+04 2.907200000000000000e+04 2.893200000000000000e+04 2.915200000000000000e+04 2.907200000000000000e+04 2.891400000000000000e+04 2.924600000000000000e+04 2.874600000000000000e+04 2.932200000000000000e+04 2.916200000000000000e+04 2.909800000000000000e+04 2.883200000000000000e+04 2.883600000000000000e+04 2.962200000000000000e+04 
2.897400000000000000e+04 2.856000000000000000e+04 2.879800000000000000e+04 2.894200000000000000e+04 2.918200000000000000e+04 2.874400000000000000e+04 2.951400000000000000e+04 2.895800000000000000e+04 2.894800000000000000e+04 2.925600000000000000e+04 2.889400000000000000e+04 2.914400000000000000e+04 2.831800000000000000e+04 3.027200000000000000e+04 2.925200000000000000e+04 2.960600000000000000e+04 2.913400000000000000e+04 2.856600000000000000e+04 2.930400000000000000e+04 2.803800000000000000e+04 2.830200000000000000e+04 2.746800000000000000e+04 2.897400000000000000e+04 3.042400000000000000e+04 2.937000000000000000e+04 2.894200000000000000e+04 2.953600000000000000e+04 2.973800000000000000e+04 2.921200000000000000e+04 2.802800000000000000e+04 2.903000000000000000e+04 2.777200000000000000e+04 2.908200000000000000e+04 2.839200000000000000e+04 2.889000000000000000e+04 2.932600000000000000e+04 2.923200000000000000e+04 2.913200000000000000e+04 2.903000000000000000e+04 2.858400000000000000e+04 2.898000000000000000e+04 2.790600000000000000e+04 2.833600000000000000e+04 2.804600000000000000e+04 2.874800000000000000e+04 2.841000000000000000e+04 2.887600000000000000e+04 2.834200000000000000e+04 2.882400000000000000e+04 2.888200000000000000e+04 2.920200000000000000e+04 2.877200000000000000e+04 2.881200000000000000e+04 2.876600000000000000e+04 2.841400000000000000e+04 2.871600000000000000e+04 2.866200000000000000e+04 2.886400000000000000e+04 2.899000000000000000e+04 2.943400000000000000e+04 2.886800000000000000e+04 2.881000000000000000e+04 2.907600000000000000e+04 2.889000000000000000e+04 2.867800000000000000e+04 2.888600000000000000e+04 2.879200000000000000e+04 2.882600000000000000e+04 2.920600000000000000e+04 2.882600000000000000e+04 2.848400000000000000e+04 
2.911400000000000000e+04 2.863400000000000000e+04 2.965600000000000000e+04 2.927800000000000000e+04 2.827200000000000000e+04 2.867800000000000000e+04 2.915800000000000000e+04 2.862200000000000000e+04 2.914200000000000000e+04 2.838000000000000000e+04 2.893000000000000000e+04 2.891800000000000000e+04 2.886000000000000000e+04 2.928600000000000000e+04 2.766000000000000000e+04 3.026600000000000000e+04 2.816400000000000000e+04 2.729600000000000000e+04 2.787200000000000000e+04 2.995200000000000000e+04 2.916600000000000000e+04 2.885200000000000000e+04 2.834400000000000000e+04 3.007400000000000000e+04 2.907200000000000000e+04 3.019400000000000000e+04 2.837400000000000000e+04 2.945200000000000000e+04 2.911000000000000000e+04 2.894400000000000000e+04 2.948800000000000000e+04 2.839200000000000000e+04 2.883800000000000000e+04 2.958400000000000000e+04 2.782600000000000000e+04 2.848800000000000000e+04 2.826200000000000000e+04 2.897200000000000000e+04 2.899200000000000000e+04 2.824800000000000000e+04 2.881400000000000000e+04 2.871600000000000000e+04 2.850000000000000000e+04 2.851600000000000000e+04 2.897600000000000000e+04 2.868800000000000000e+04 2.939600000000000000e+04 2.860000000000000000e+04 2.904600000000000000e+04 2.842000000000000000e+04 2.882000000000000000e+04 2.918800000000000000e+04 2.854200000000000000e+04 2.905400000000000000e+04 2.889400000000000000e+04 2.873400000000000000e+04 2.823000000000000000e+04 2.888400000000000000e+04 2.918600000000000000e+04 2.866000000000000000e+04 2.856800000000000000e+04 2.866400000000000000e+04 2.873800000000000000e+04 2.871400000000000000e+04 2.888200000000000000e+04 2.900800000000000000e+04 2.917600000000000000e+04 2.923000000000000000e+04 2.927400000000000000e+04 2.914000000000000000e+04 2.959600000000000000e+04 
2.888800000000000000e+04 2.956400000000000000e+04 2.916000000000000000e+04 2.901400000000000000e+04 2.959200000000000000e+04 2.844400000000000000e+04 2.895000000000000000e+04 2.850400000000000000e+04 2.919400000000000000e+04 2.916600000000000000e+04 2.945800000000000000e+04 2.993400000000000000e+04 2.889400000000000000e+04 2.935600000000000000e+04 2.852200000000000000e+04 2.829200000000000000e+04 2.899200000000000000e+04 2.822400000000000000e+04 2.756600000000000000e+04 2.952400000000000000e+04 2.870600000000000000e+04 2.912600000000000000e+04 2.924600000000000000e+04 2.906000000000000000e+04 2.937800000000000000e+04 2.797600000000000000e+04 2.816600000000000000e+04 2.811400000000000000e+04 2.889000000000000000e+04 2.850400000000000000e+04 2.843600000000000000e+04 2.885600000000000000e+04 2.834600000000000000e+04 2.946800000000000000e+04 2.880200000000000000e+04 2.877000000000000000e+04 2.896400000000000000e+04 2.837800000000000000e+04 2.828000000000000000e+04 2.879200000000000000e+04 2.809600000000000000e+04 2.897200000000000000e+04 2.837200000000000000e+04 2.872400000000000000e+04 2.902200000000000000e+04 2.880200000000000000e+04 2.871000000000000000e+04 2.867800000000000000e+04 2.874200000000000000e+04 2.843400000000000000e+04 2.913800000000000000e+04 2.856800000000000000e+04 2.914600000000000000e+04 2.846400000000000000e+04 2.860600000000000000e+04 2.921600000000000000e+04 2.854800000000000000e+04 2.869600000000000000e+04 2.897600000000000000e+04 2.909200000000000000e+04 2.907600000000000000e+04 2.925400000000000000e+04 2.905200000000000000e+04 2.888800000000000000e+04 2.926600000000000000e+04 2.883600000000000000e+04 2.927000000000000000e+04 2.929200000000000000e+04 2.888600000000000000e+04 2.902600000000000000e+04 2.901800000000000000e+04 
2.950000000000000000e+04 2.896600000000000000e+04 2.910800000000000000e+04 2.869800000000000000e+04 2.930400000000000000e+04 2.875800000000000000e+04 2.922400000000000000e+04 2.931800000000000000e+04 2.967200000000000000e+04 2.829800000000000000e+04 2.923400000000000000e+04 2.819200000000000000e+04 2.946400000000000000e+04 2.869400000000000000e+04 3.027600000000000000e+04 2.891800000000000000e+04 2.772600000000000000e+04 2.850000000000000000e+04 2.908200000000000000e+04 2.845000000000000000e+04 3.033800000000000000e+04 3.070800000000000000e+04 3.017600000000000000e+04 2.884600000000000000e+04 2.931600000000000000e+04 2.893200000000000000e+04 2.965200000000000000e+04 2.716800000000000000e+04 2.932200000000000000e+04 2.774200000000000000e+04 2.833600000000000000e+04 2.823400000000000000e+04 2.843200000000000000e+04 2.863600000000000000e+04 2.939600000000000000e+04 2.832600000000000000e+04 2.922800000000000000e+04 2.840800000000000000e+04 2.858200000000000000e+04 2.892200000000000000e+04 2.894400000000000000e+04 2.854800000000000000e+04 2.847600000000000000e+04 2.868600000000000000e+04 2.864000000000000000e+04 2.824400000000000000e+04 2.847000000000000000e+04 2.818800000000000000e+04 2.843600000000000000e+04 2.888000000000000000e+04 2.897000000000000000e+04 2.898000000000000000e+04 2.856400000000000000e+04 2.826000000000000000e+04 2.868200000000000000e+04 2.886200000000000000e+04 2.891400000000000000e+04 2.898400000000000000e+04 2.898800000000000000e+04 2.900200000000000000e+04 2.920000000000000000e+04 2.868000000000000000e+04 2.921800000000000000e+04 2.919600000000000000e+04 2.924400000000000000e+04 2.889400000000000000e+04 2.852600000000000000e+04 2.905000000000000000e+04 2.885000000000000000e+04 2.892000000000000000e+04 2.948200000000000000e+04 
2.913000000000000000e+04 2.843000000000000000e+04 2.843200000000000000e+04 2.891000000000000000e+04 2.950000000000000000e+04 2.875200000000000000e+04 2.909600000000000000e+04 2.896400000000000000e+04 2.837800000000000000e+04 2.960400000000000000e+04 2.964400000000000000e+04 2.916800000000000000e+04 2.816400000000000000e+04 2.833800000000000000e+04 2.966600000000000000e+04 2.990400000000000000e+04 2.873200000000000000e+04 2.898000000000000000e+04 2.894200000000000000e+04 2.858000000000000000e+04 2.901400000000000000e+04 2.729600000000000000e+04 2.849600000000000000e+04 2.996800000000000000e+04 2.726000000000000000e+04 3.020400000000000000e+04 2.862800000000000000e+04 2.801600000000000000e+04 2.851000000000000000e+04 2.798600000000000000e+04 2.928000000000000000e+04 2.814000000000000000e+04 2.863200000000000000e+04 2.905400000000000000e+04 2.902600000000000000e+04 2.807400000000000000e+04 2.985400000000000000e+04 2.922600000000000000e+04 2.903400000000000000e+04 2.857200000000000000e+04 2.948800000000000000e+04 2.892600000000000000e+04 2.864200000000000000e+04 2.854800000000000000e+04 2.830800000000000000e+04 2.919000000000000000e+04 2.884800000000000000e+04 2.879200000000000000e+04 2.866600000000000000e+04 2.855200000000000000e+04 2.850200000000000000e+04 2.856000000000000000e+04 2.870800000000000000e+04 2.885800000000000000e+04 2.902800000000000000e+04 2.879600000000000000e+04 2.918400000000000000e+04 2.923000000000000000e+04 2.862200000000000000e+04 2.879200000000000000e+04 2.916400000000000000e+04 2.886400000000000000e+04 2.882800000000000000e+04 2.873600000000000000e+04 2.861200000000000000e+04 2.855200000000000000e+04 2.895000000000000000e+04 2.856000000000000000e+04 2.868600000000000000e+04 2.864400000000000000e+04 2.892800000000000000e+04 
2.842400000000000000e+04 2.871200000000000000e+04 2.907400000000000000e+04 2.898400000000000000e+04 2.856800000000000000e+04 2.851400000000000000e+04 2.829600000000000000e+04 2.928400000000000000e+04 2.858600000000000000e+04 2.961600000000000000e+04 2.951600000000000000e+04 2.955800000000000000e+04 2.911400000000000000e+04 2.920200000000000000e+04 2.810000000000000000e+04 2.952400000000000000e+04 2.814600000000000000e+04 2.890200000000000000e+04 2.775400000000000000e+04 2.979400000000000000e+04 2.964600000000000000e+04 2.731200000000000000e+04 2.774200000000000000e+04 2.834400000000000000e+04 2.843000000000000000e+04 2.810600000000000000e+04 2.912400000000000000e+04 2.867200000000000000e+04 2.856000000000000000e+04 2.864600000000000000e+04 2.747400000000000000e+04 2.862400000000000000e+04 2.854000000000000000e+04 2.839800000000000000e+04 2.827200000000000000e+04 2.835000000000000000e+04 2.807600000000000000e+04 2.878800000000000000e+04 2.892600000000000000e+04 2.815400000000000000e+04 2.899600000000000000e+04 2.883000000000000000e+04 2.870600000000000000e+04 2.868600000000000000e+04 2.891400000000000000e+04 2.913400000000000000e+04 2.868600000000000000e+04 2.888600000000000000e+04 2.841000000000000000e+04 2.901600000000000000e+04 2.922400000000000000e+04 2.908200000000000000e+04 2.856600000000000000e+04 2.910400000000000000e+04 2.857000000000000000e+04 2.881800000000000000e+04 2.869600000000000000e+04 2.907200000000000000e+04 2.875000000000000000e+04 2.861800000000000000e+04 2.866600000000000000e+04 2.892600000000000000e+04 2.847000000000000000e+04 2.902400000000000000e+04 2.921400000000000000e+04 2.824800000000000000e+04 2.843600000000000000e+04 2.864000000000000000e+04 2.889200000000000000e+04 2.887400000000000000e+04 2.878400000000000000e+04 
2.863600000000000000e+04 2.899200000000000000e+04 2.910800000000000000e+04 2.877400000000000000e+04 2.981800000000000000e+04 2.918000000000000000e+04 2.918600000000000000e+04 2.896800000000000000e+04 2.916600000000000000e+04 2.894000000000000000e+04 2.881000000000000000e+04 2.971000000000000000e+04 2.919200000000000000e+04 2.825600000000000000e+04 2.805000000000000000e+04 2.915200000000000000e+04 2.899200000000000000e+04 2.934800000000000000e+04 2.804000000000000000e+04 2.826800000000000000e+04 2.916200000000000000e+04 2.977000000000000000e+04 2.859400000000000000e+04 2.841800000000000000e+04 2.761000000000000000e+04 2.820600000000000000e+04 2.992800000000000000e+04 2.947000000000000000e+04 2.828800000000000000e+04 2.897000000000000000e+04 2.863600000000000000e+04 2.852800000000000000e+04 2.944600000000000000e+04 2.907200000000000000e+04 2.789200000000000000e+04 2.824800000000000000e+04 2.872800000000000000e+04 2.835200000000000000e+04 2.953600000000000000e+04 2.839200000000000000e+04 2.853400000000000000e+04 2.851800000000000000e+04 2.872600000000000000e+04 2.883800000000000000e+04 2.850400000000000000e+04 2.850400000000000000e+04 2.906200000000000000e+04 2.831200000000000000e+04 2.953200000000000000e+04 2.906800000000000000e+04 2.878200000000000000e+04 2.836800000000000000e+04 2.874800000000000000e+04 2.883400000000000000e+04 2.894800000000000000e+04 2.878200000000000000e+04 2.927000000000000000e+04 2.867200000000000000e+04 2.887400000000000000e+04 2.866600000000000000e+04 2.902600000000000000e+04 2.892800000000000000e+04 2.879400000000000000e+04 2.901800000000000000e+04 2.922200000000000000e+04 2.874800000000000000e+04 2.924000000000000000e+04 2.885600000000000000e+04 2.876200000000000000e+04 2.943200000000000000e+04 2.906800000000000000e+04 
2.854200000000000000e+04 2.941000000000000000e+04 2.895200000000000000e+04 2.921600000000000000e+04 2.933600000000000000e+04 2.981400000000000000e+04 2.931200000000000000e+04 2.877000000000000000e+04 2.806800000000000000e+04 2.883000000000000000e+04 2.874000000000000000e+04 2.871200000000000000e+04 2.886800000000000000e+04 2.801200000000000000e+04 2.945200000000000000e+04 2.956600000000000000e+04 2.773800000000000000e+04 2.837400000000000000e+04 2.929600000000000000e+04 2.954600000000000000e+04 2.841800000000000000e+04 2.830000000000000000e+04 2.941200000000000000e+04 2.935200000000000000e+04 2.940800000000000000e+04 2.901400000000000000e+04 2.954400000000000000e+04 2.911200000000000000e+04 2.881200000000000000e+04 2.893400000000000000e+04 2.917000000000000000e+04 2.895000000000000000e+04 2.911600000000000000e+04 2.918600000000000000e+04 2.843400000000000000e+04 2.811400000000000000e+04 2.875400000000000000e+04 2.915800000000000000e+04 2.892400000000000000e+04 2.845600000000000000e+04 2.867400000000000000e+04 2.866400000000000000e+04 2.863600000000000000e+04 2.830400000000000000e+04 2.921600000000000000e+04 2.854000000000000000e+04 2.854800000000000000e+04 2.891000000000000000e+04 2.860000000000000000e+04 2.886200000000000000e+04 2.896000000000000000e+04 2.869200000000000000e+04 2.846200000000000000e+04 2.903800000000000000e+04 2.858800000000000000e+04 2.901400000000000000e+04 2.894400000000000000e+04 2.875400000000000000e+04 2.851600000000000000e+04 2.885600000000000000e+04 2.936000000000000000e+04 2.907800000000000000e+04 2.913000000000000000e+04 2.926400000000000000e+04 2.907400000000000000e+04 2.892400000000000000e+04 2.955200000000000000e+04 2.885400000000000000e+04 2.869000000000000000e+04 2.893600000000000000e+04 2.917000000000000000e+04 
