Start Date: 10/1/2023
Start Time: 11:46:16
Test system information: GeneralPhotonics,PSY-201,V1.3-20141120, 155000000262

Capture mode: Timed
Total sampling numbers: 5000000
Time Interval(ms): 100.0000
Wavelength: 1550nm 
SOP sampling rate: 10000.0000sps
Integeration time: 1.0000us
Scrambler DOP Average Number: 1 
Trace sensitivity: 0.0000 
Calibration matrix: DEFAULT MATRIX

--Time(ms)--S0(mW)--S1--S2--S3--DOP(%)--Average DOP(%)--
160000000.00000	0.00057	0.79098	0.37416	0.48451	103.50647	103.50647
160000100.00000	0.00057	0.79196	0.42500	0.43904	103.34167	103.34167
160000200.00000	0.00057	0.82080	0.38874	0.41884	103.05481	103.05481
160000300.00000	0.00059	0.84957	0.35731	0.38865	102.57874	102.57874
160000400.00000	0.00057	0.84017	0.40013	0.36671	102.83203	102.83203
160000500.00000	0.00056	0.80020	0.43641	0.41179	103.26538	103.26538
160000600.00000	0.00056	0.79693	0.45323	0.39985	103.08838	103.08838
160000700.00000	0.00055	0.81619	0.44996	0.36268	102.79541	102.79541
160000800.00000	0.00056	0.80526	0.44829	0.38850	102.92969	102.92969
160000900.00000	0.00057	0.81625	0.40761	0.40996	103.05481	103.05481
160001000.00000	0.00056	0.81204	0.43947	0.38450	102.73743	102.73743
160001100.00000	0.00057	0.82739	0.46519	0.31544	102.21558	102.21558
160001200.00000	0.00057	0.84643	0.46556	0.25962	102.21252	102.21252
160001300.00000	0.00056	0.83529	0.47533	0.27702	102.28577	102.28577
160001400.00000	0.00056	0.81738	0.50871	0.27088	102.35291	102.35291
160001500.00000	0.00056	0.82278	0.49538	0.27970	102.49023	102.49023
160001600.00000	0.00057	0.85565	0.44465	0.26551	102.40173	102.40173
160001700.00000	0.00056	0.82885	0.47478	0.29707	102.42310	102.42310
160001800.00000	0.00056	0.82614	0.48747	0.28349	102.50854	102.50854
160001900.00000	0.00056	0.82473	0.48503	0.29151	102.84424	102.84424
160002000.00000	0.00059	0.87924	0.39772	0.26310	102.02332	102.02332
160002100.00000	0.00058	0.86599	0.40492	0.29447	102.22168	102.22168
160002200.00000	0.00058	0.84872	0.37925	0.36924	102.71606	102.71606
160002300.00000	0.00058	0.85144	0.40498	0.33418	102.34680	102.34680
160002400.00000	0.00057	0.84872	0.45137	0.27638	102.39868	102.39868
160002500.00000	0.00057	0.84603	0.41752	0.33222	102.35291	102.35291
160002600.00000	0.00057	0.83798	0.45769	0.29795	102.52075	102.52075
160002700.00000	0.00056	0.81774	0.50581	0.27531	102.66113	102.66113
160002800.00000	0.00059	0.86905	0.39149	0.30284	102.56653	102.56653
160002900.00000	0.00060	0.89663	0.36683	0.24882	101.69067	101.69067
160003000.00000	0.00059	0.88397	0.39692	0.24787	102.13623	102.13623
160003100.00000	0.00059	0.88092	0.42140	0.21601	101.91650	101.91650
160003200.00000	0.00058	0.88595	0.41414	0.21018	102.03857	102.03857
160003300.00000	0.00058	0.88327	0.42552	0.19788	102.04468	102.04468
160003400.00000	0.00058	0.88073	0.43236	0.19431	101.56860	101.56860
160003500.00000	0.00058	0.87423	0.44185	0.20240	101.79749	101.79749
160003600.00000	0.00057	0.85186	0.45909	0.25288	101.85242	101.85242
160003700.00000	0.00057	0.85302	0.47029	0.22721	102.02637	102.02637
160003800.00000	0.00058	0.85488	0.42549	0.29795	102.34070	102.34070
160003900.00000	0.00057	0.84329	0.45494	0.28709	102.53601	102.53601
160004000.00000	0.00058	0.86288	0.40657	0.30070	102.25830	102.25830
160004100.00000	0.00058	0.85318	0.37858	0.35929	102.94800	102.94800
160004200.00000	0.00058	0.86453	0.37974	0.33042	102.28271	102.28271
160004300.00000	0.00058	0.86673	0.36918	0.33622	102.38037	102.38037
160004400.00000	0.00058	0.85797	0.37217	0.35478	102.45667	102.45667
160004500.00000	0.00058	0.86782	0.39717	0.29933	102.21863	102.21863
160004600.00000	0.00057	0.84249	0.45378	0.29093	102.21558	102.21558
160004700.00000	0.00058	0.84036	0.39286	0.37379	102.75879	102.75879
160004800.00000	0.00059	0.86776	0.34132	0.36198	102.69165	102.69165
160004900.00000	0.00058	0.84725	0.42094	0.32496	102.42615	102.42615
160005000.00000	0.00056	0.80331	0.45616	0.38331	102.79236	102.79236
160005100.00000	0.00054	0.75152	0.45915	0.47407	103.53088	103.53088
160005200.00000	0.00055	0.75491	0.47322	0.45439	103.57971	103.57971
160005300.00000	0.00056	0.78442	0.43321	0.44444	103.07922	103.07922
160005400.00000	0.00056	0.78726	0.41963	0.45225	103.23486	103.23486
160005500.00000	0.00058	0.85098	0.39067	0.35139	102.70081	102.70081
160005600.00000	0.00058	0.86065	0.38923	0.32908	102.51770	102.51770
160005700.00000	0.00059	0.86917	0.35304	0.34696	102.53296	102.53296
160005800.00000	0.00059	0.86859	0.37727	0.32173	102.41089	102.41089
160005900.00000	0.00058	0.86157	0.40242	0.30970	102.30713	102.30713
160006000.00000	0.00058	0.85958	0.41823	0.29395	102.09656	102.09656
160006100.00000	0.00057	0.86093	0.42491	0.28098	102.38647	102.38647
160006200.00000	0.00056	0.82556	0.44658	0.34556	103.13110	103.13110
160006300.00000	0.00058	0.83895	0.37681	0.39308	102.83813	102.83813
160006400.00000	0.00057	0.82446	0.45408	0.33836	102.64893	102.64893
160006500.00000	0.00057	0.81454	0.44621	0.37123	102.58789	102.58789
160006600.00000	0.00056	0.79174	0.44780	0.41606	103.04565	103.04565
160006700.00000	0.00056	0.80944	0.50084	0.30702	102.39258	102.39258
160006800.00000	0.00056	0.82797	0.47533	0.29872	102.42004	102.42004
160006900.00000	0.00057	0.84548	0.42598	0.32255	102.32544	102.32544
160007000.00000	0.00056	0.83077	0.46632	0.30448	102.34680	102.34680
160007100.00000	0.00056	0.83377	0.47130	0.28843	102.65808	102.65808
160007200.00000	0.00058	0.84378	0.41292	0.34318	102.45667	102.45667
160007300.00000	0.00059	0.86978	0.38832	0.30525	102.33765	102.33765
160007400.00000	0.00058	0.86355	0.40788	0.29737	102.14844	102.14844
160007500.00000	0.00059	0.85961	0.36650	0.35649	102.86560	102.86560
160007600.00000	0.00059	0.87097	0.36833	0.32579	102.33154	102.33154
160007700.00000	0.00057	0.82537	0.39818	0.40098	102.83203	102.83203
160007800.00000	0.00057	0.79604	0.34474	0.49770	103.60718	103.60718
160007900.00000	0.00057	0.78814	0.36134	0.49879	103.54919	103.54919
160008000.00000	0.00057	0.78286	0.33442	0.52495	103.54309	103.54309
160008100.00000	0.00058	0.79922	0.26524	0.53969	103.50037	103.50037
160008200.00000	0.00058	0.77670	0.29215	0.55852	103.95508	103.95508
160008300.00000	0.00058	0.79339	0.29997	0.53008	103.70789	103.70789
160008400.00000	0.00059	0.81826	0.26582	0.51003	103.64075	103.64075
160008500.00000	0.00057	0.79025	0.33052	0.51628	103.72620	103.72620
160008600.00000	0.00057	0.82040	0.36802	0.43809	103.35388	103.35388
